po_id,supplier_id,warehouse_id,employee_id,order_date,expected_delivery_date,actual_delivery_date,status
16235,53,10,6,2024-05-09,2024-05-30,2024-06-01,received
16236,35,10,268,2023-08-25,2023-09-06,,shipped
16237,2,7,214,2024-08-05,2024-08-24,2024-09-01,received
16238,39,4,153,2026-03-31,2026-04-14,2026-04-15,received
16239,56,7,281,2025-01-01,2025-01-09,2025-01-14,received
16240,86,2,194,2024-01-29,2024-02-07,2024-02-13,received
16241,36,6,153,2023-10-09,2023-10-21,2023-10-31,received
16242,43,6,275,2026-04-09,2026-04-15,2026-04-14,received
16243,83,9,91,2024-12-06,2024-12-12,2024-12-11,received
16244,85,5,151,2023-10-21,2023-11-03,2023-11-08,received
16245,42,4,92,2024-11-01,2024-11-12,2024-11-17,received
16246,4,4,96,2023-02-25,2023-03-11,2023-03-21,received
16247,85,10,70,2023-05-02,2023-05-17,2023-05-20,received
16248,78,10,73,2023-09-30,2023-10-09,2023-10-09,received
16249,4,3,208,2023-08-18,2023-08-30,,cancelled
16250,70,5,141,2025-09-01,2025-09-14,,pending
16251,98,8,270,2023-08-02,2023-08-07,2023-08-10,received
16252,98,8,100,2024-02-18,2024-02-25,2024-02-27,received
16253,45,10,79,2023-09-26,2023-10-06,2023-10-13,received
16254,43,4,230,2023-03-21,2023-03-29,2023-04-07,received
16255,17,8,231,2023-06-06,2023-06-15,2023-06-19,received
16256,15,6,206,2024-06-14,2024-06-20,,pending
16257,68,4,279,2024-08-20,2024-08-25,,shipped
16258,19,9,200,2025-01-24,2025-02-07,2025-02-11,received
16259,33,4,260,2024-11-10,2024-11-19,2024-11-24,received
16260,49,2,276,2023-05-07,2023-05-21,,cancelled
16261,65,2,283,2024-02-22,2024-03-01,2024-03-02,received
16262,90,9,99,2023-01-13,2023-01-22,2023-02-01,received
16263,43,1,79,2023-05-24,2023-06-12,2023-06-10,received
16264,57,7,176,2026-02-23,2026-03-16,,cancelled
16265,94,7,283,2025-03-07,2025-03-13,2025-03-21,received
16266,51,6,13,2025-06-08,2025-06-13,2025-06-20,received
16267,44,7,58,2025-08-06,2025-08-18,2025-08-16,received
16268,21,7,288,2025-10-14,2025-10-23,2025-10-28,received
16269,89,1,202,2025-10-07,2025-10-17,2025-10-16,received
16270,85,7,140,2025-10-04,2025-10-10,2025-10-14,received
16271,3,9,75,2023-12-16,2024-01-02,2024-01-09,received
16272,33,5,40,2024-05-02,2024-05-14,2024-05-13,received
16273,58,8,130,2023-10-24,2023-11-03,2023-11-07,received
16274,33,7,256,2024-07-20,2024-08-06,2024-08-04,received
16275,42,2,86,2026-05-11,2026-05-19,2026-05-28,received
16276,73,6,267,2025-07-14,2025-07-19,2025-07-29,received
16277,64,7,200,2024-06-24,2024-07-09,,shipped
16278,32,1,245,2025-11-26,2025-12-08,2025-12-10,received
16279,48,5,50,2026-03-13,2026-03-25,2026-03-27,received
16280,85,9,200,2023-08-30,2023-09-12,2023-09-21,received
16281,69,9,139,2026-05-31,2026-06-14,2026-06-16,received
16282,73,8,80,2025-03-02,2025-03-15,2025-03-21,received
16283,93,1,66,2024-02-28,2024-03-04,2024-03-09,received
16284,75,10,75,2024-10-12,2024-10-23,2024-10-23,received
16285,44,3,89,2023-05-02,2023-05-13,2023-05-23,received
16286,60,5,3,2026-05-06,2026-05-18,2026-05-20,received
16287,61,9,219,2025-08-22,2025-09-05,2025-09-13,received
16288,30,7,262,2025-12-13,2025-12-23,,shipped
16289,55,7,234,2023-03-18,2023-03-29,2023-04-07,received
16290,41,2,270,2026-04-25,2026-05-10,2026-05-15,received
16291,60,8,288,2023-06-30,2023-07-21,2023-07-28,received
16292,44,2,202,2024-03-22,2024-04-08,2024-04-07,received
16293,2,3,242,2025-06-20,2025-06-29,2025-07-03,received
16294,43,5,197,2024-05-05,2024-05-14,2024-05-18,received
16295,7,3,1,2025-05-27,2025-06-12,2025-06-19,received
16296,85,4,137,2024-11-21,2024-11-30,2024-12-08,received
16297,91,6,73,2023-10-08,2023-10-27,,cancelled
16298,51,3,40,2025-10-14,2025-10-20,2025-10-28,received
16299,87,3,262,2026-07-21,2026-07-29,2026-08-05,received
16300,68,4,47,2026-06-09,2026-06-20,2026-06-28,received
16301,80,10,51,2025-06-15,2025-06-21,2025-07-01,received
16302,47,10,296,2026-01-25,2026-02-06,2026-02-09,received
16303,3,10,265,2023-03-20,2023-03-31,,shipped
16304,67,8,178,2023-01-01,2023-01-14,2023-01-12,received
16305,35,3,95,2023-05-15,2023-05-26,2023-06-03,received
16306,57,2,139,2024-04-19,2024-05-02,,cancelled
16307,43,9,243,2026-03-13,2026-03-28,2026-04-05,received
16308,62,3,86,2023-02-23,2023-03-08,2023-03-18,received
16309,16,3,290,2026-01-25,2026-01-31,2026-01-29,received
16310,16,1,69,2023-05-05,2023-05-14,2023-05-22,received
16311,68,6,35,2024-07-09,2024-07-19,2024-07-20,received
16312,91,5,114,2023-10-15,2023-11-03,2023-11-10,received
16313,93,6,269,2025-08-17,2025-09-07,2025-09-10,received
16314,16,9,105,2023-01-03,2023-01-09,2023-01-17,received
16315,90,10,24,2024-03-01,2024-03-08,2024-03-13,received
16316,6,5,267,2025-06-17,2025-07-08,,cancelled
16317,78,7,198,2025-03-11,2025-03-17,,shipped
16318,83,2,232,2025-09-15,2025-09-29,,shipped
16319,63,7,124,2024-07-10,2024-07-29,2024-08-05,received
16320,49,5,182,2023-04-09,2023-04-15,2023-04-22,received
16321,50,3,210,2025-04-25,2025-05-12,2025-05-21,received
16322,16,3,88,2025-06-21,2025-07-11,2025-07-21,received
16323,58,1,278,2024-10-25,2024-11-14,2024-11-13,received
16324,71,5,180,2025-03-13,2025-04-02,2025-04-07,received
16325,26,2,30,2025-05-04,2025-05-21,2025-05-20,received
16326,19,6,81,2024-10-25,2024-11-15,,pending
16327,40,4,58,2025-04-09,2025-04-29,2025-05-06,received
16328,41,5,262,2026-01-02,2026-01-12,2026-01-18,received
16329,61,1,99,2023-05-08,2023-05-27,2023-06-04,received
16330,36,5,109,2023-07-28,2023-08-05,,shipped
16331,29,6,71,2025-12-25,2026-01-13,,shipped
16332,41,10,75,2024-02-16,2024-03-01,2024-03-03,received
16333,71,7,104,2025-07-14,2025-07-19,,shipped
16334,62,8,152,2025-07-22,2025-08-05,2025-08-13,received
16335,65,4,234,2023-05-16,2023-05-28,2023-05-31,received
16336,58,3,102,2025-06-30,2025-07-11,,shipped
16337,96,9,248,2025-05-16,2025-05-27,2025-05-25,received
16338,11,9,39,2025-12-13,2025-12-20,2025-12-19,received
16339,60,2,136,2024-02-22,2024-03-03,,pending
16340,94,9,180,2024-11-17,2024-12-08,,shipped
16341,90,6,279,2025-11-25,2025-12-10,2025-12-09,received
16342,14,8,85,2025-02-28,2025-03-18,2025-03-25,received
16343,11,7,58,2023-06-19,2023-07-07,2023-07-06,received
16344,85,9,12,2026-07-27,2026-08-05,2026-08-05,received
16345,45,7,240,2025-01-26,2025-02-13,,cancelled
16346,32,5,232,2023-09-08,2023-09-18,2023-09-21,received
16347,27,8,55,2024-10-03,2024-10-15,2024-10-22,received
16348,30,3,289,2024-07-29,2024-08-14,2024-08-22,received
16349,43,8,240,2023-07-14,2023-07-24,2023-07-29,received
16350,9,7,216,2025-02-27,2025-03-17,2025-03-24,received
16351,69,5,61,2023-09-17,2023-10-06,2023-10-12,received
16352,68,10,75,2023-05-15,2023-05-31,2023-05-29,received
16353,35,10,230,2025-05-18,2025-06-02,2025-06-02,received
16354,59,5,171,2023-11-29,2023-12-04,2023-12-04,received
16355,50,8,280,2023-07-25,2023-08-07,2023-08-07,received
16356,82,8,246,2023-10-22,2023-11-12,2023-11-11,received
16357,13,2,91,2023-09-29,2023-10-12,,pending
16358,61,1,253,2025-03-14,2025-03-22,2025-03-27,received
16359,54,6,266,2024-09-07,2024-09-13,2024-09-15,received
16360,80,5,106,2024-11-23,2024-12-10,2024-12-16,received
16361,87,10,238,2026-06-14,2026-06-25,,cancelled
16362,13,1,166,2025-06-23,2025-07-08,2025-07-14,received
16363,91,5,185,2024-01-24,2024-02-14,2024-02-18,received
16364,46,4,8,2023-08-25,2023-09-11,,pending
16365,60,8,246,2023-01-25,2023-01-31,2023-02-01,received
16366,64,3,57,2024-06-24,2024-07-14,,shipped
16367,53,2,53,2026-07-13,2026-07-24,2026-07-28,received
16368,37,3,21,2025-01-21,2025-01-31,2025-01-31,received
16369,69,2,246,2023-02-25,2023-03-12,2023-03-19,received
16370,73,2,72,2025-03-29,2025-04-04,2025-04-14,received
16371,85,3,233,2023-04-17,2023-04-26,2023-04-30,received
16372,8,8,184,2025-10-23,2025-11-11,2025-11-20,received
16373,31,4,273,2023-05-03,2023-05-19,2023-05-22,received
16374,31,4,13,2024-09-29,2024-10-06,,cancelled
16375,98,10,100,2025-03-09,2025-03-27,2025-03-30,received
16376,54,8,124,2023-08-10,2023-08-18,2023-08-18,received
16377,81,2,153,2024-09-25,2024-10-16,2024-10-24,received
16378,96,10,12,2023-12-14,2023-12-24,,cancelled
16379,91,2,86,2025-10-20,2025-11-09,2025-11-13,received
16380,92,2,127,2025-09-30,2025-10-09,,shipped
16381,100,8,105,2024-12-20,2024-12-31,2025-01-02,received
16382,34,4,270,2024-07-03,2024-07-19,2024-07-27,received
16383,22,2,89,2023-01-22,2023-02-02,2023-02-06,received
16384,40,1,76,2025-06-12,2025-07-02,,pending
16385,83,5,26,2024-10-03,2024-10-21,,pending
16386,36,3,26,2023-02-08,2023-02-22,2023-03-04,received
16387,33,4,185,2025-08-17,2025-08-29,2025-09-06,received
16388,15,9,206,2024-01-12,2024-01-19,2024-01-21,received
16389,80,7,167,2023-07-07,2023-07-26,2023-08-03,received
16390,59,4,152,2024-12-18,2024-12-29,2025-01-08,received
16391,49,10,13,2025-02-08,2025-02-15,2025-02-15,received
16392,79,10,300,2025-09-15,2025-09-20,2025-09-26,received
16393,99,6,256,2025-06-12,2025-06-27,2025-06-28,received
16394,56,5,60,2024-02-13,2024-02-21,,cancelled
16395,13,3,253,2023-08-20,2023-09-02,,shipped
16396,52,10,116,2025-07-23,2025-08-07,2025-08-06,received
16397,98,1,25,2023-02-21,2023-03-04,2023-03-08,received
16398,85,8,133,2026-03-31,2026-04-08,,shipped
16399,44,10,101,2023-10-16,2023-11-01,2023-10-31,received
16400,100,10,237,2025-08-15,2025-08-25,2025-08-24,received
16401,92,5,83,2025-05-19,2025-06-08,,cancelled
16402,12,2,49,2023-07-10,2023-07-24,2023-07-28,received
16403,73,7,118,2025-09-27,2025-10-18,2025-10-24,received
16404,98,6,68,2024-08-30,2024-09-11,,cancelled
16405,96,6,290,2024-09-24,2024-10-14,2024-10-13,received
16406,67,4,145,2025-09-25,2025-10-03,2025-10-11,received
16407,41,6,69,2024-05-28,2024-06-05,2024-06-13,received
16408,99,7,69,2023-05-26,2023-06-02,2023-06-12,received
16409,36,2,279,2024-08-22,2024-09-04,2024-09-08,received
16410,87,6,166,2023-12-02,2023-12-17,2023-12-26,received
16411,99,5,57,2025-01-24,2025-02-05,2025-02-11,received
16412,12,10,106,2024-06-21,2024-07-11,2024-07-14,received
16413,6,5,62,2023-08-05,2023-08-26,2023-09-05,received
16414,83,2,273,2025-03-28,2025-04-04,2025-04-08,received
16415,46,4,80,2025-10-19,2025-10-31,2025-11-10,received
16416,32,7,217,2025-04-30,2025-05-07,2025-05-15,received
16417,88,2,25,2026-07-08,2026-07-22,2026-07-31,received
16418,28,2,89,2024-01-01,2024-01-13,,cancelled
16419,65,2,135,2025-05-14,2025-05-30,2025-05-29,received
16420,36,6,259,2023-01-06,2023-01-26,2023-01-28,received
16421,80,7,190,2025-01-23,2025-02-04,2025-02-07,received
16422,47,4,95,2026-05-17,2026-05-30,,shipped
16423,29,5,90,2024-04-22,2024-05-08,2024-05-06,received
16424,84,9,235,2024-07-15,2024-08-04,2024-08-11,received
16425,70,5,108,2025-05-07,2025-05-18,,shipped
16426,28,5,195,2026-01-27,2026-02-05,,pending
16427,27,1,16,2023-05-31,2023-06-21,2023-06-23,received
16428,62,8,22,2023-04-23,2023-05-09,2023-05-19,received
16429,59,10,281,2025-07-31,2025-08-15,2025-08-14,received
16430,7,1,233,2026-07-05,2026-07-16,2026-07-16,received
16431,56,9,158,2026-04-22,2026-05-08,2026-05-16,received
16432,41,4,155,2024-12-19,2024-12-29,,shipped
16433,39,7,235,2024-03-12,2024-03-24,2024-03-26,received
16434,100,2,300,2023-10-03,2023-10-14,2023-10-23,received
16435,88,4,90,2025-12-03,2025-12-19,2025-12-21,received
16436,63,7,23,2023-11-13,2023-11-27,,pending
16437,28,3,129,2025-04-23,2025-05-06,2025-05-11,received
16438,90,6,165,2025-09-07,2025-09-25,2025-09-30,received
16439,78,2,281,2025-08-20,2025-08-27,2025-09-01,received
16440,45,5,28,2025-06-04,2025-06-11,2025-06-12,received
16441,5,9,70,2024-10-01,2024-10-15,2024-10-22,received
16442,11,3,299,2024-10-20,2024-10-30,2024-10-30,received
16443,93,6,84,2024-02-25,2024-03-12,,shipped
16444,55,9,282,2025-08-07,2025-08-24,2025-08-27,received
16445,86,5,95,2025-05-06,2025-05-17,2025-05-21,received
16446,95,6,288,2023-12-18,2023-12-23,2024-01-01,received
16447,75,1,5,2023-05-10,2023-05-28,,cancelled
16448,35,4,227,2025-11-03,2025-11-12,2025-11-18,received
16449,5,7,39,2025-11-30,2025-12-11,2025-12-16,received
16450,44,4,128,2024-03-21,2024-04-04,2024-04-12,received
16451,86,8,91,2026-02-13,2026-02-18,2026-02-27,received
16452,62,5,280,2025-07-16,2025-08-02,2025-08-05,received
16453,88,10,288,2025-08-18,2025-09-03,2025-09-10,received
16454,56,8,95,2025-02-13,2025-02-24,2025-02-26,received
16455,27,2,66,2023-09-05,2023-09-25,2023-10-04,received
16456,65,6,92,2024-03-02,2024-03-14,2024-03-15,received
16457,68,6,235,2023-10-17,2023-10-31,2023-11-04,received
16458,36,8,181,2024-01-16,2024-01-30,2024-02-01,received
16459,39,9,174,2024-02-12,2024-02-18,2024-02-17,received
16460,44,9,33,2023-04-23,2023-05-08,,pending
16461,48,10,108,2025-10-12,2025-10-20,,shipped
16462,83,1,65,2025-05-21,2025-06-11,2025-06-18,received
16463,64,4,18,2023-01-08,2023-01-20,2023-01-18,received
16464,93,3,223,2023-01-30,2023-02-11,,pending
16465,4,7,208,2023-09-09,2023-09-29,2023-10-09,received
16466,97,10,176,2026-02-16,2026-03-03,2026-03-13,received
16467,58,1,134,2023-01-18,2023-02-05,2023-02-09,received
16468,15,2,190,2023-03-31,2023-04-11,2023-04-17,received
16469,83,10,69,2025-02-12,2025-02-26,2025-03-06,received
16470,69,10,232,2023-09-30,2023-10-15,2023-10-15,received
16471,68,1,23,2026-02-08,2026-02-20,2026-02-28,received
16472,65,9,47,2025-04-08,2025-04-19,2025-04-19,received
16473,6,3,35,2025-11-23,2025-11-30,2025-12-05,received
16474,41,10,131,2026-03-12,2026-03-31,2026-04-10,received
16475,35,6,245,2025-05-13,2025-05-19,2025-05-23,received
16476,54,6,157,2025-11-23,2025-12-03,2025-12-05,received
16477,39,6,278,2024-11-09,2024-11-29,2024-12-03,received
16478,59,9,201,2024-08-08,2024-08-15,,pending
16479,94,7,67,2024-03-18,2024-04-03,,shipped
16480,31,6,101,2024-12-15,2024-12-28,2025-01-04,received
16481,40,6,69,2025-11-13,2025-11-25,2025-12-03,received
16482,45,1,256,2025-09-27,2025-10-09,,shipped
16483,69,2,102,2025-08-20,2025-09-09,2025-09-18,received
16484,82,10,154,2024-05-30,2024-06-12,2024-06-15,received
16485,3,10,40,2023-03-14,2023-03-19,2023-03-28,received
16486,89,6,120,2024-02-06,2024-02-22,2024-02-20,received
16487,46,6,218,2026-04-21,2026-04-27,2026-04-28,received
16488,17,3,243,2024-09-06,2024-09-26,2024-10-06,received
16489,54,9,145,2026-02-27,2026-03-16,,shipped
16490,92,8,216,2026-03-14,2026-03-31,2026-04-04,received
16491,12,8,226,2024-03-25,2024-03-30,2024-04-09,received
16492,60,1,84,2025-08-08,2025-08-21,2025-08-29,received
16493,52,10,65,2025-11-10,2025-11-23,2025-12-02,received
16494,48,10,205,2025-09-11,2025-09-29,2025-10-04,received
16495,61,5,37,2024-03-06,2024-03-17,2024-03-25,received
16496,98,9,41,2023-05-27,2023-06-11,2023-06-14,received
16497,5,9,105,2025-05-03,2025-05-14,2025-05-13,received
16498,46,1,253,2024-01-11,2024-01-19,2024-01-17,received
16499,90,10,90,2023-12-24,2023-12-31,2023-12-29,received
16500,88,5,154,2025-04-18,2025-04-29,2025-05-02,received
16501,85,5,295,2024-02-15,2024-03-04,2024-03-02,received
16502,97,2,248,2026-02-25,2026-03-12,,cancelled
16503,88,9,65,2025-06-09,2025-06-30,2025-07-07,received
16504,53,6,118,2024-11-17,2024-11-22,,cancelled
16505,43,10,271,2025-09-30,2025-10-12,2025-10-16,received
16506,7,5,225,2024-04-27,2024-05-14,2024-05-21,received
16507,97,10,4,2026-01-19,2026-02-08,2026-02-14,received
16508,38,9,241,2024-05-15,2024-05-29,2024-06-04,received
16509,99,2,156,2023-10-05,2023-10-24,2023-10-31,received
16510,57,4,230,2023-02-09,2023-02-28,2023-03-05,received
16511,91,9,25,2024-03-09,2024-03-22,2024-03-22,received
16512,60,2,20,2026-02-03,2026-02-08,2026-02-16,received
16513,61,7,151,2025-08-22,2025-09-12,2025-09-16,received
16514,82,2,234,2024-07-13,2024-07-18,2024-07-28,received
16515,6,4,166,2023-08-11,2023-08-20,2023-08-23,received
16516,53,3,239,2025-06-25,2025-07-07,2025-07-13,received
16517,17,10,110,2023-03-29,2023-04-19,2023-04-26,received
16518,11,5,140,2026-07-02,2026-07-22,2026-07-30,received
16519,58,4,10,2025-08-25,2025-09-02,2025-09-08,received
16520,88,10,257,2026-05-15,2026-05-22,2026-05-21,received
16521,51,3,236,2024-02-13,2024-02-18,,shipped
16522,38,8,78,2023-08-25,2023-09-06,,pending
16523,67,1,30,2025-01-26,2025-02-10,,pending
16524,53,9,176,2023-12-27,2024-01-04,2024-01-07,received
16525,13,10,61,2024-07-03,2024-07-15,2024-07-16,received
16526,38,10,242,2024-07-30,2024-08-05,2024-08-12,received
16527,31,2,96,2024-06-02,2024-06-12,2024-06-15,received
16528,41,9,159,2023-06-02,2023-06-07,2023-06-14,received
16529,34,7,270,2024-05-21,2024-06-08,2024-06-16,received
16530,80,2,111,2025-09-04,2025-09-19,2025-09-27,received
16531,52,10,271,2025-03-09,2025-03-19,,pending
16532,27,10,208,2025-12-14,2026-01-02,2026-01-03,received
16533,88,5,265,2024-11-18,2024-12-01,,cancelled
16534,82,7,78,2023-10-01,2023-10-21,2023-10-20,received
16535,79,10,25,2024-03-08,2024-03-18,2024-03-16,received
16536,93,6,119,2026-04-23,2026-05-06,2026-05-15,received
16537,10,8,157,2026-01-19,2026-01-26,2026-01-26,received
16538,51,6,245,2024-07-16,2024-08-06,,pending
16539,64,9,63,2023-02-22,2023-03-14,2023-03-22,received
16540,25,9,257,2024-02-16,2024-02-21,2024-02-19,received
16541,72,10,67,2024-11-01,2024-11-07,2024-11-07,received
16542,77,10,143,2025-01-13,2025-01-25,2025-01-23,received
16543,69,1,218,2023-02-21,2023-03-13,2023-03-17,received
16544,22,3,45,2025-06-28,2025-07-11,2025-07-21,received
16545,81,10,284,2024-10-05,2024-10-12,,shipped
16546,52,5,275,2025-08-03,2025-08-19,2025-08-23,received
16547,33,3,153,2024-04-17,2024-05-04,2024-05-14,received
16548,25,2,167,2023-04-05,2023-04-11,2023-04-17,received
16549,7,6,184,2025-10-05,2025-10-25,,shipped
16550,77,2,44,2025-09-23,2025-10-04,2025-10-10,received
16551,37,7,251,2026-01-04,2026-01-24,2026-02-03,received
16552,37,6,136,2023-04-29,2023-05-20,,pending
16553,50,1,63,2023-12-30,2024-01-15,2024-01-14,received
16554,71,2,33,2023-07-10,2023-07-17,2023-07-18,received
16555,43,3,141,2024-12-14,2024-12-30,2025-01-02,received
16556,88,6,36,2025-10-29,2025-11-05,2025-11-11,received
16557,72,2,86,2023-12-30,2024-01-16,,pending
16558,3,2,231,2024-01-04,2024-01-12,2024-01-20,received
16559,47,2,34,2024-09-20,2024-10-08,2024-10-09,received
16560,31,8,177,2024-02-13,2024-03-02,,shipped
16561,20,4,98,2023-02-26,2023-03-04,2023-03-03,received
16562,13,3,246,2026-05-12,2026-05-19,2026-05-27,received
16563,5,6,89,2024-04-20,2024-05-03,2024-05-06,received
16564,84,2,80,2025-04-08,2025-04-19,2025-04-29,received
16565,25,7,158,2026-03-05,2026-03-11,2026-03-17,received
16566,54,5,66,2024-03-25,2024-04-01,2024-04-04,received
16567,67,8,82,2023-01-31,2023-02-14,2023-02-17,received
16568,64,7,223,2023-07-14,2023-07-22,2023-07-27,received
16569,3,3,161,2025-12-13,2025-12-23,,shipped
16570,71,7,132,2026-04-09,2026-04-24,,shipped
16571,69,8,38,2026-04-18,2026-04-29,2026-05-04,received
16572,36,9,179,2025-02-05,2025-02-20,,pending
16573,54,6,7,2026-03-13,2026-04-02,,pending
16574,77,2,292,2025-12-06,2025-12-27,2026-01-03,received
16575,19,3,128,2025-03-13,2025-04-01,2025-04-03,received
16576,59,1,90,2025-09-01,2025-09-13,2025-09-17,received
16577,33,6,122,2024-10-01,2024-10-20,2024-10-29,received
16578,3,3,63,2024-06-14,2024-07-01,2024-07-11,received
16579,93,10,138,2026-07-31,2026-08-05,2026-08-13,received
16580,49,4,210,2025-12-04,2025-12-17,,shipped
16581,62,3,212,2026-01-15,2026-01-25,,shipped
16582,25,3,144,2025-06-10,2025-06-23,,shipped
16583,80,5,5,2026-04-26,2026-05-08,,shipped
16584,53,8,2,2025-01-23,2025-02-12,2025-02-19,received
16585,31,4,277,2025-08-20,2025-08-29,2025-08-30,received
16586,44,9,17,2025-03-07,2025-03-19,2025-03-19,received
16587,100,8,93,2023-10-17,2023-10-23,2023-10-24,received
16588,97,3,125,2024-05-13,2024-06-01,2024-05-31,received
16589,37,4,259,2024-04-22,2024-05-01,,cancelled
16590,42,6,59,2024-09-01,2024-09-07,2024-09-06,received
16591,45,1,83,2026-01-31,2026-02-15,2026-02-17,received
16592,60,5,91,2024-07-23,2024-08-02,2024-08-11,received
16593,7,1,39,2025-12-14,2025-12-27,2026-01-05,received
16594,40,4,275,2023-03-08,2023-03-14,2023-03-23,received
16595,73,4,54,2023-07-28,2023-08-18,2023-08-28,received
16596,22,7,79,2025-10-21,2025-11-07,2025-11-15,received
16597,90,3,217,2026-06-25,2026-07-16,,shipped
16598,83,7,174,2026-06-03,2026-06-21,2026-06-22,received
16599,62,9,235,2023-12-19,2024-01-03,2024-01-08,received
16600,86,3,150,2023-06-07,2023-06-23,2023-06-24,received
16601,42,7,32,2026-05-28,2026-06-03,2026-06-07,received
16602,50,5,167,2024-07-31,2024-08-08,2024-08-06,received
16603,20,4,161,2025-09-30,2025-10-10,2025-10-10,received
16604,9,5,171,2023-02-14,2023-03-04,,shipped
16605,82,7,256,2025-01-04,2025-01-20,2025-01-28,received
16606,56,7,157,2025-06-01,2025-06-10,2025-06-11,received
16607,65,2,114,2025-11-14,2025-11-22,,shipped
16608,86,9,186,2024-09-21,2024-10-06,2024-10-12,received
16609,97,4,58,2023-09-19,2023-09-27,,shipped
16610,36,6,173,2023-09-23,2023-10-14,2023-10-16,received
16611,54,4,174,2023-03-28,2023-04-12,2023-04-14,received
16612,76,8,164,2023-05-17,2023-05-27,2023-05-29,received
16613,55,1,11,2025-08-26,2025-09-16,,cancelled
16614,17,3,89,2026-02-24,2026-03-04,2026-03-14,received
16615,98,10,247,2023-03-23,2023-04-02,2023-04-04,received
16616,47,3,24,2023-09-14,2023-09-26,,shipped
16617,34,7,209,2023-10-05,2023-10-21,,shipped
16618,100,9,124,2023-12-17,2024-01-03,2024-01-09,received
16619,8,10,107,2026-07-04,2026-07-25,,pending
16620,77,3,218,2023-02-09,2023-02-25,2023-02-24,received
16621,76,5,98,2024-09-11,2024-09-30,2024-10-01,received
16622,42,8,115,2025-10-03,2025-10-16,2025-10-26,received
16623,64,3,210,2023-08-01,2023-08-19,2023-08-26,received
16624,33,5,291,2023-03-15,2023-03-31,2023-04-06,received
16625,76,3,186,2025-05-24,2025-06-14,2025-06-16,received
16626,83,4,43,2025-11-22,2025-12-05,2025-12-12,received
16627,65,7,172,2025-11-14,2025-12-02,2025-12-01,received
16628,12,6,5,2025-04-28,2025-05-04,2025-05-04,received
16629,2,6,11,2025-10-06,2025-10-20,2025-10-28,received
16630,1,7,126,2023-05-22,2023-06-02,2023-05-31,received
16631,11,6,84,2023-02-23,2023-03-07,2023-03-16,received
16632,29,1,27,2024-09-30,2024-10-15,2024-10-15,received
16633,50,9,228,2023-10-03,2023-10-22,2023-10-24,received
16634,95,7,67,2024-05-14,2024-05-30,2024-05-31,received
16635,28,3,273,2023-10-26,2023-11-03,2023-11-02,received
16636,19,6,292,2023-01-30,2023-02-11,,pending
16637,40,7,168,2025-07-23,2025-08-08,,shipped
16638,16,6,225,2025-08-17,2025-08-22,,shipped
16639,72,4,215,2025-02-24,2025-03-03,,shipped
16640,54,1,68,2024-01-10,2024-01-27,2024-02-06,received
16641,51,1,293,2026-07-27,2026-08-14,2026-08-18,received
16642,9,9,32,2024-01-20,2024-01-25,2024-02-04,received
16643,78,10,223,2023-04-09,2023-04-19,,shipped
16644,79,9,111,2024-10-05,2024-10-24,2024-11-02,received
16645,9,10,118,2023-05-20,2023-06-01,2023-06-04,received
16646,18,6,255,2024-11-09,2024-11-15,,pending
16647,93,8,213,2024-10-30,2024-11-10,2024-11-11,received
16648,69,7,142,2025-08-17,2025-09-06,2025-09-09,received
16649,13,7,11,2026-01-06,2026-01-22,,cancelled
16650,89,1,180,2023-04-24,2023-05-03,,shipped
16651,40,4,7,2025-07-01,2025-07-11,2025-07-18,received
16652,25,4,71,2024-03-18,2024-03-30,2024-04-08,received
16653,8,4,204,2025-04-11,2025-04-22,2025-04-30,received
16654,75,8,9,2024-07-14,2024-07-27,,shipped
16655,51,7,189,2025-06-24,2025-07-05,2025-07-03,received
16656,15,2,134,2024-12-30,2025-01-12,2025-01-15,received
16657,95,2,264,2025-04-04,2025-04-18,2025-04-26,received
16658,43,3,32,2023-08-04,2023-08-15,2023-08-22,received
16659,85,4,299,2025-05-09,2025-05-24,,cancelled
16660,26,3,92,2024-04-17,2024-04-25,2024-04-24,received
16661,67,4,292,2025-12-16,2026-01-04,2026-01-11,received
16662,59,1,94,2024-12-31,2025-01-08,2025-01-09,received
16663,24,8,123,2026-06-16,2026-06-24,2026-06-25,received
16664,45,10,20,2024-10-21,2024-11-01,2024-11-04,received
16665,22,10,40,2023-01-25,2023-02-07,2023-02-07,received
16666,5,1,197,2025-06-27,2025-07-13,2025-07-21,received
16667,43,7,138,2024-12-14,2024-12-19,2024-12-22,received
16668,20,6,174,2024-05-14,2024-06-03,2024-06-07,received
16669,12,4,166,2023-05-07,2023-05-25,,cancelled
16670,43,5,256,2024-04-30,2024-05-12,2024-05-17,received
16671,26,9,242,2024-07-12,2024-07-31,2024-08-02,received
16672,69,8,257,2026-04-20,2026-05-11,2026-05-09,received
16673,12,3,113,2023-06-06,2023-06-18,2023-06-22,received
16674,5,1,231,2025-03-26,2025-04-10,,shipped
16675,46,8,62,2025-10-06,2025-10-11,2025-10-10,received
16676,24,8,148,2026-05-08,2026-05-23,2026-05-28,received
16677,56,4,145,2025-04-12,2025-04-27,2025-05-01,received
16678,86,9,235,2023-09-17,2023-09-22,,cancelled
16679,93,4,85,2026-05-18,2026-06-04,2026-06-06,received
16680,95,1,83,2024-11-29,2024-12-14,2024-12-22,received
16681,7,1,24,2025-08-24,2025-09-13,,pending
16682,22,5,272,2024-06-23,2024-07-14,2024-07-19,received
