inventory_id,product_id,warehouse_id,quantity_on_hand,quantity_reserved
23113,4213,5,1922,180
23114,4213,4,1582,31
23115,4213,9,1747,175
23116,4213,6,616,154
23117,4213,3,32,9
23118,4213,8,1449,115
23119,4214,8,1846,160
23120,4214,4,1893,186
23121,4214,6,1156,86
23122,4214,1,895,181
23123,4214,10,1397,1
23124,4214,7,898,196
23125,4215,2,1880,107
23126,4215,9,485,173
23127,4215,3,142,80
23128,4215,7,917,39
23129,4215,10,1808,147
23130,4215,4,1246,110
23131,4215,8,1148,20
23132,4215,6,14,9
23133,4215,1,1502,108
23134,4215,5,1464,25
23135,4216,2,1542,106
23136,4216,9,14,7
23137,4216,8,1978,39
23138,4217,4,348,62
23139,4217,9,98,5
23140,4217,1,657,16
23141,4217,6,1447,96
23142,4217,7,1711,188
23143,4217,10,960,60
23144,4217,8,548,75
23145,4217,5,717,49
23146,4218,5,1630,67
23147,4218,6,768,46
23148,4219,6,1086,21
23149,4219,2,742,95
23150,4219,3,1286,78
23151,4219,10,476,199
23152,4219,7,1137,175
23153,4219,5,227,30
23154,4220,5,1213,93
23155,4220,10,1531,56
23156,4220,2,503,101
23157,4221,7,212,81
23158,4221,9,598,43
23159,4222,7,280,3
23160,4223,5,1137,128
23161,4223,8,1473,131
23162,4223,3,170,130
23163,4223,10,1527,181
23164,4223,6,1592,76
23165,4223,4,744,163
23166,4223,1,1526,187
23167,4223,2,1703,190
23168,4223,9,1434,36
23169,4224,8,299,100
23170,4224,3,745,72
23171,4224,1,1549,153
23172,4224,9,937,90
23173,4225,1,337,69
23174,4226,3,551,59
23175,4226,10,1139,158
23176,4226,1,176,162
23177,4226,5,1807,102
23178,4226,2,1847,58
23179,4226,6,281,50
23180,4226,4,843,139
23181,4226,9,1518,41
23182,4227,6,1886,6
23183,4227,7,405,111
23184,4227,10,723,142
23185,4227,4,1025,193
23186,4227,8,408,149
23187,4227,3,733,115
23188,4228,1,277,32
23189,4228,5,1087,141
23190,4229,6,759,18
23191,4229,3,672,127
23192,4229,9,190,53
23193,4229,10,1430,167
23194,4229,5,1588,196
23195,4229,8,620,68
23196,4230,3,1936,157
23197,4231,9,1051,87
23198,4231,4,408,15
23199,4231,10,1779,151
23200,4232,2,1863,71
23201,4232,9,730,52
23202,4232,8,1792,50
23203,4232,3,1634,123
23204,4232,5,1448,61
23205,4232,6,1002,11
23206,4233,1,929,190
23207,4233,2,1945,108
23208,4233,5,952,3
23209,4233,3,464,96
23210,4234,7,1308,103
23211,4234,5,1137,159
23212,4234,10,1386,28
23213,4234,4,748,100
23214,4235,2,1191,74
23215,4235,7,1388,50
23216,4236,1,266,35
23217,4236,7,1985,183
23218,4237,3,1214,94
23219,4237,6,1654,157
23220,4237,10,1480,175
23221,4237,7,1724,48
23222,4237,9,1576,83
23223,4237,8,905,64
23224,4237,2,1102,111
23225,4237,5,1149,130
23226,4237,4,1809,133
23227,4237,1,1340,133
23228,4238,6,35,10
23229,4238,4,1049,163
23230,4238,7,1665,63
23231,4238,5,636,115
23232,4238,1,1242,88
23233,4238,9,623,135
23234,4238,8,732,65
23235,4238,3,914,110
23236,4238,2,1884,169
23237,4238,10,43,43
23238,4239,6,871,103
23239,4239,4,785,68
23240,4239,5,1275,135
23241,4239,1,1839,184
23242,4239,2,1292,36
23243,4239,10,1581,98
23244,4239,3,1111,105
23245,4239,7,476,144
23246,4240,5,692,116
23247,4240,9,1458,60
23248,4240,1,1676,66
23249,4240,3,795,158
23250,4240,7,1111,163
23251,4240,4,1023,39
23252,4240,10,1486,72
23253,4240,2,1828,47
23254,4240,8,1359,163
23255,4240,6,98,3
23256,4241,10,1746,127
23257,4241,5,271,188
23258,4241,4,1483,140
23259,4241,9,381,182
23260,4241,7,931,134
23261,4241,3,1810,100
23262,4241,6,1402,2
23263,4242,7,131,11
23264,4242,8,1645,22
23265,4242,10,279,176
23266,4242,5,548,85
23267,4242,9,1083,183
23268,4242,4,188,90
23269,4242,1,1995,192
23270,4242,2,732,133
23271,4243,1,877,22
23272,4243,7,1627,123
23273,4243,5,791,142
23274,4244,3,1933,137
23275,4244,1,1494,192
23276,4244,5,1461,30
23277,4244,9,1733,47
23278,4244,7,838,123
23279,4244,10,1572,159
23280,4244,8,545,196
23281,4244,2,1821,130
23282,4245,9,691,175
23283,4245,6,387,129
23284,4245,8,821,36
23285,4245,1,933,79
23286,4245,10,1999,58
23287,4245,3,950,138
23288,4245,5,1581,70
23289,4246,10,1181,174
23290,4247,9,892,72
23291,4247,10,507,155
23292,4247,2,812,33
23293,4247,1,904,179
23294,4247,3,587,47
23295,4247,7,672,6
23296,4247,8,1270,32
23297,4247,4,795,93
23298,4247,6,51,51
23299,4248,2,765,191
23300,4249,7,568,169
23301,4249,6,854,90
23302,4249,8,1859,124
23303,4249,1,1909,194
23304,4249,9,569,136
23305,4250,6,1523,77
23306,4250,8,1589,148
23307,4251,8,1363,142
23308,4251,7,644,119
23309,4252,10,1055,134
23310,4252,4,343,75
23311,4252,3,368,105
23312,4252,1,1569,83
23313,4252,2,1308,62
23314,4252,9,99,37
23315,4252,8,1706,184
23316,4252,5,1102,27
23317,4253,7,1648,110
23318,4253,4,601,91
23319,4253,10,1610,37
23320,4254,8,990,59
23321,4254,10,1031,198
23322,4254,5,909,104
23323,4254,7,438,197
23324,4254,9,1846,155
23325,4254,6,147,27
23326,4254,1,543,194
23327,4254,2,975,21
23328,4254,4,182,116
23329,4255,8,175,103
23330,4255,3,405,59
23331,4255,10,45,39
23332,4255,6,1018,179
23333,4255,2,167,97
23334,4255,5,1378,167
23335,4255,7,802,13
23336,4255,4,569,84
23337,4256,2,1159,65
23338,4256,6,12,4
23339,4256,9,1022,56
23340,4256,8,589,64
23341,4257,10,458,27
23342,4258,5,1506,157
23343,4258,3,1872,116
23344,4258,6,856,164
23345,4259,8,191,171
23346,4259,10,683,146
23347,4259,2,571,138
23348,4259,4,735,183
23349,4259,3,474,81
23350,4260,9,558,188
23351,4260,8,1455,190
23352,4260,6,883,93
23353,4260,4,1083,66
23354,4260,5,1052,44
23355,4260,2,490,130
23356,4260,3,423,162
23357,4260,1,793,48
23358,4260,10,636,151
23359,4261,5,601,145
23360,4261,7,1655,176
23361,4261,10,204,17
23362,4261,8,700,160
23363,4261,4,576,34
23364,4262,8,1203,74
23365,4262,5,938,59
23366,4262,9,498,3
23367,4263,3,1492,191
23368,4263,8,1593,47
23369,4263,1,1110,186
23370,4263,4,708,44
23371,4263,7,836,5
23372,4263,5,594,79
23373,4263,10,142,25
23374,4263,2,353,37
23375,4263,6,766,64
23376,4263,9,510,182
23377,4264,8,702,71
23378,4264,7,645,86
23379,4264,6,1105,92
23380,4264,9,578,93
23381,4264,10,1584,160
23382,4265,9,1585,165
23383,4265,2,1264,154
23384,4265,5,343,177
23385,4266,3,240,55
23386,4266,2,1966,57
23387,4266,1,1038,78
23388,4267,3,1753,200
23389,4267,4,798,192
23390,4267,9,326,127
23391,4267,10,267,193
23392,4267,2,246,166
23393,4267,8,1721,28
23394,4267,7,486,39
23395,4267,5,1991,50
23396,4268,5,150,97
23397,4268,9,952,44
23398,4268,2,992,50
23399,4268,6,1982,106
23400,4268,4,539,187
23401,4268,8,1283,111
23402,4269,6,600,157
23403,4269,8,1083,106
23404,4269,5,93,33
23405,4269,10,476,73
23406,4269,9,540,13
23407,4270,7,1015,22
23408,4270,9,153,5
23409,4271,1,1253,141
23410,4271,7,1163,77
23411,4271,9,1505,27
23412,4271,6,562,113
23413,4271,8,687,135
23414,4271,2,1789,140
23415,4271,10,463,44
23416,4271,3,1782,7
23417,4272,2,1424,50
23418,4273,3,172,113
23419,4273,2,591,35
23420,4273,4,403,182
23421,4273,8,1379,171
23422,4273,5,914,93
23423,4273,10,1285,173
23424,4273,1,259,185
23425,4273,6,404,144
23426,4273,7,51,39
23427,4273,9,856,145
23428,4274,3,945,26
23429,4274,9,692,41
23430,4274,6,355,39
23431,4274,2,718,8
23432,4274,1,194,137
23433,4274,8,1468,61
23434,4274,5,260,115
23435,4274,7,719,122
23436,4274,10,1210,88
23437,4274,4,902,197
23438,4275,10,1424,32
23439,4275,3,476,66
23440,4275,4,1501,109
23441,4275,5,1859,77
23442,4275,6,1518,148
23443,4275,2,710,94
23444,4275,8,1200,9
23445,4276,10,1172,195
23446,4276,3,1630,6
23447,4276,5,1814,81
23448,4276,8,548,42
23449,4276,7,1462,33
23450,4277,6,1451,137
23451,4277,8,1100,116
23452,4277,9,891,41
23453,4277,1,68,53
23454,4277,5,451,28
23455,4278,4,252,116
23456,4278,7,1990,194
23457,4278,2,441,19
23458,4278,8,1359,73
23459,4278,3,824,17
23460,4278,1,1056,157
23461,4279,9,1344,58
23462,4279,6,1086,142
23463,4279,4,1933,198
23464,4279,2,1036,185
23465,4279,1,348,9
23466,4279,10,401,101
23467,4279,7,1558,51
23468,4279,5,1415,181
23469,4280,1,1508,57
23470,4280,4,411,83
23471,4280,5,316,77
23472,4280,9,468,153
23473,4281,5,366,37
23474,4281,9,1445,39
23475,4281,6,195,156
23476,4281,4,1175,169
23477,4281,1,335,102
23478,4281,7,1159,31
23479,4281,10,1546,134
23480,4281,2,765,27
23481,4281,8,1776,72
23482,4281,3,15,0
23483,4282,9,194,63
23484,4282,8,1659,122
23485,4282,5,935,111
23486,4282,7,1774,36
23487,4282,6,1570,43
23488,4282,3,111,57
23489,4282,1,1881,104
23490,4282,4,1837,24
23491,4282,10,660,62
23492,4282,2,570,5
23493,4283,3,1006,134
23494,4283,10,758,0
23495,4283,9,1939,19
23496,4283,1,1908,69
23497,4284,5,857,127
23498,4285,1,1876,52
23499,4285,7,1499,58
23500,4285,9,1000,55
23501,4285,10,125,55
23502,4285,5,1820,6
23503,4285,3,534,87
23504,4285,8,707,143
23505,4285,4,824,186
23506,4286,7,424,16
23507,4286,8,1102,59
23508,4286,3,348,179
23509,4286,5,627,5
23510,4287,2,568,92
23511,4287,4,401,121
23512,4288,10,19,19
23513,4288,5,749,76
23514,4288,4,327,28
23515,4288,7,304,172
23516,4288,9,1043,104
23517,4288,2,370,75
23518,4289,5,209,183
23519,4290,4,730,66
23520,4290,9,1169,66
23521,4290,5,1461,178
23522,4290,2,508,192
23523,4290,3,204,159
23524,4290,8,1286,48
23525,4290,10,854,180
23526,4290,1,1184,118
23527,4290,6,315,135
23528,4290,7,1997,61
23529,4291,4,1031,146
23530,4291,5,575,43
23531,4291,9,465,28
23532,4291,2,400,127
23533,4291,8,170,133
23534,4292,9,1004,17
23535,4292,3,157,22
23536,4292,5,1073,81
23537,4292,2,635,110
23538,4292,7,857,143
23539,4292,10,1740,80
23540,4292,8,1648,185
23541,4292,6,502,178
23542,4293,2,1557,42
23543,4293,4,1687,186
23544,4294,10,904,75
23545,4294,5,1767,143
23546,4294,7,1172,78
23547,4294,2,322,28
23548,4294,8,1858,12
23549,4294,6,1008,145
23550,4294,1,824,129
23551,4294,9,793,3
23552,4295,5,1812,131
23553,4295,8,1720,189
23554,4295,6,869,38
23555,4295,9,643,93
23556,4295,7,1990,27
23557,4295,4,1616,49
23558,4295,2,133,131
23559,4295,10,1481,197
23560,4295,1,878,126
23561,4296,7,1513,15
23562,4296,3,1604,122
23563,4296,10,1121,22
23564,4296,2,99,74
23565,4296,6,253,199
23566,4296,8,1262,14
23567,4296,9,1311,8
23568,4296,4,23,16
23569,4297,6,1991,58
23570,4297,7,1881,19
23571,4297,8,192,64
23572,4297,2,1563,107
23573,4297,4,639,53
23574,4298,6,283,154
23575,4298,5,589,116
23576,4298,3,243,25
23577,4299,10,997,52
23578,4299,1,1442,29
23579,4299,7,925,141
23580,4299,3,735,46
23581,4299,8,1991,136
23582,4299,6,1154,113
23583,4299,4,303,177
23584,4299,5,321,193
23585,4299,2,1604,114
23586,4299,9,432,3
23587,4300,1,1799,11
23588,4300,4,1015,163
23589,4301,9,1321,60
23590,4301,4,601,59
23591,4301,8,1924,18
23592,4301,2,302,159
23593,4301,5,1591,118
23594,4301,7,1692,86
23595,4302,4,1784,133
23596,4302,1,1371,49
23597,4302,10,472,17
23598,4302,3,965,136
23599,4302,7,1693,73
23600,4302,9,1220,93
23601,4302,5,306,88
23602,4302,8,1561,100
23603,4303,3,460,35
23604,4303,10,1917,97
23605,4303,9,1940,19
23606,4303,8,1360,12
23607,4303,1,1827,94
23608,4303,2,1216,175
23609,4303,7,695,49
23610,4303,5,515,120
23611,4303,4,50,5
23612,4303,6,281,54
23613,4304,5,609,47
23614,4304,1,827,178
23615,4305,10,1734,0
23616,4305,7,1671,35
23617,4305,4,1034,76
23618,4306,10,1866,130
23619,4306,2,1152,52
23620,4306,8,117,59
23621,4306,5,879,21
23622,4306,3,544,20
23623,4307,4,1457,66
23624,4307,2,1422,162
23625,4307,8,1913,130
23626,4307,1,1582,74
23627,4307,6,767,184
23628,4307,9,1876,72
23629,4308,8,1106,76
23630,4308,6,1669,1
23631,4308,4,539,34
23632,4309,10,76,17
23633,4310,5,1558,29
23634,4310,4,1816,69
23635,4310,6,465,43
23636,4310,2,238,138
23637,4310,9,1500,139
23638,4311,5,529,157
23639,4311,3,1090,151
23640,4311,1,621,81
23641,4311,6,1538,109
23642,4311,10,1995,26
23643,4311,9,1193,126
23644,4311,8,567,97
23645,4312,4,187,36
23646,4313,10,1980,74
23647,4314,7,765,78
23648,4314,9,219,165
23649,4314,10,563,144
23650,4315,10,1319,151
23651,4315,9,1104,34
23652,4315,7,1219,54
23653,4316,9,1828,94
23654,4316,10,1213,124
23655,4316,3,530,182
23656,4316,4,1155,186
23657,4316,2,1708,71
23658,4316,6,1808,59
23659,4317,6,1353,182
23660,4317,3,877,6
23661,4317,5,1446,10
23662,4317,1,1786,79
23663,4317,9,582,57
23664,4318,10,887,53
23665,4318,3,1162,22
23666,4318,8,553,113
23667,4318,6,1562,44
23668,4319,6,1931,115
23669,4319,2,1652,7
23670,4319,10,1574,25
23671,4319,7,8,2
23672,4319,9,1488,20
23673,4319,5,1194,184
23674,4319,8,1701,140
23675,4319,4,1057,66
23676,4320,5,1457,140
23677,4320,2,321,59
23678,4320,6,202,91
23679,4320,7,1790,58
23680,4320,4,1908,142
23681,4321,4,1005,152
23682,4321,5,55,22
23683,4321,6,1139,148
23684,4321,1,782,92
23685,4321,7,1805,7
23686,4321,3,288,15
23687,4321,10,307,24
23688,4321,2,1908,103
23689,4322,10,133,26
23690,4323,8,12,2
23691,4324,4,1249,109
23692,4324,7,93,52
23693,4324,1,1976,129
23694,4325,5,513,195
23695,4325,7,1003,94
23696,4325,10,1790,112
23697,4325,6,548,80
23698,4325,8,860,114
23699,4325,3,167,38
23700,4325,9,265,185
23701,4326,3,1343,43
23702,4326,4,786,83
23703,4326,9,1606,24
23704,4326,8,691,141
23705,4326,10,985,107
23706,4326,7,360,91
23707,4327,4,294,121
23708,4327,6,456,112
23709,4327,1,1596,117
23710,4327,7,1279,145
23711,4327,3,1606,137
23712,4327,9,1141,93
23713,4327,5,1439,12
23714,4328,2,832,84
23715,4328,9,888,141
23716,4328,6,1647,190
23717,4329,2,1452,156
23718,4329,10,1605,8
23719,4329,1,1643,9
23720,4329,3,735,196
23721,4329,8,65,59
23722,4329,6,795,134
23723,4329,7,1248,30
23724,4329,5,1629,51
23725,4329,9,1637,167
23726,4329,4,965,59
23727,4330,5,1510,79
23728,4330,7,1005,0
23729,4330,8,1599,122
23730,4330,4,1657,1
23731,4330,6,55,36
23732,4331,10,1883,70
23733,4331,3,1585,82
23734,4331,7,619,143
23735,4332,6,1942,142
23736,4333,8,1392,135
23737,4333,3,1821,156
23738,4333,1,1775,197
23739,4334,6,176,97
23740,4334,2,1584,184
23741,4334,8,587,141
23742,4335,8,1954,94
23743,4335,2,1824,63
23744,4335,9,504,101
23745,4335,4,213,44
23746,4335,3,1406,89
23747,4335,7,1169,115
23748,4336,7,1198,64
23749,4336,6,598,105
23750,4336,3,39,38
23751,4336,10,1507,141
23752,4336,8,1625,34
23753,4336,2,1092,140
23754,4336,4,1092,123
23755,4336,9,676,12
23756,4337,3,1053,141
23757,4337,8,1647,49
23758,4338,8,1222,30
23759,4338,1,1869,64
23760,4338,10,1310,147
23761,4339,7,1937,58
23762,4339,3,1392,129
23763,4339,4,1473,170
23764,4339,8,1241,171
23765,4339,10,802,169
23766,4340,4,1313,143
23767,4340,3,1694,29
23768,4340,7,1844,12
23769,4340,8,45,30
23770,4340,5,634,90
23771,4340,10,859,46
23772,4340,2,337,177
23773,4340,6,708,174
23774,4340,9,1726,56
23775,4340,1,266,5
23776,4341,2,1897,95
23777,4341,8,1763,178
23778,4341,6,378,144
23779,4341,10,1875,160
23780,4342,5,498,31
23781,4342,1,303,189
23782,4343,4,1794,196
23783,4343,9,740,25
23784,4343,6,607,107
23785,4343,5,845,170
23786,4343,8,345,84
23787,4344,1,1181,33
23788,4344,8,73,49
23789,4344,9,754,130
23790,4344,3,1612,70
23791,4344,5,1524,44
23792,4344,10,612,23
23793,4344,2,1900,100
23794,4345,4,211,26
23795,4346,7,1100,18
23796,4347,9,1303,154
23797,4348,6,1148,159
23798,4348,5,354,72
23799,4348,3,1297,72
23800,4348,2,1335,164
23801,4348,10,1076,57
23802,4349,9,453,45
23803,4349,2,1818,13
23804,4349,3,661,12
23805,4349,8,506,96
23806,4349,6,789,162
23807,4349,4,1822,73
23808,4349,5,1620,90
23809,4349,1,1583,78
23810,4349,7,1182,44
23811,4350,8,1741,50
23812,4350,2,1702,44
23813,4350,5,1000,191
23814,4350,1,1656,2
23815,4351,1,1517,135
23816,4351,5,1149,90
23817,4351,7,1092,156
23818,4351,8,535,5
23819,4351,4,1801,189
23820,4351,3,1735,78
23821,4351,6,1852,135
23822,4351,9,779,29
23823,4351,10,545,61
23824,4352,2,616,40
23825,4352,1,743,81
23826,4352,7,940,174
23827,4352,10,694,178
23828,4352,3,1945,187
23829,4353,3,201,59
23830,4353,6,1741,112
23831,4353,7,428,112
23832,4354,8,802,101
23833,4354,10,815,182
23834,4354,5,591,3
23835,4354,4,140,93
23836,4354,1,1437,188
23837,4354,6,1163,91
23838,4354,2,1005,144
23839,4354,3,804,178
23840,4354,7,929,36
23841,4354,9,985,113
23842,4355,6,883,46
23843,4355,7,904,1
23844,4355,5,1743,61
23845,4355,8,1353,75
23846,4355,3,1781,176
23847,4355,10,1236,184
23848,4355,2,1825,198
23849,4355,1,934,166
23850,4356,8,95,63
23851,4356,1,1558,51
23852,4356,2,873,49
23853,4357,4,286,67
23854,4357,2,1947,35
23855,4358,2,839,144
23856,4358,5,709,9
23857,4358,8,998,155
23858,4358,9,1997,33
23859,4358,7,1585,30
23860,4358,1,400,16
23861,4358,4,1832,180
23862,4358,3,1432,17
23863,4358,10,1656,57
23864,4358,6,1617,58
23865,4359,6,1194,55
23866,4359,2,946,189
23867,4359,7,1278,199
23868,4360,5,1904,3
23869,4360,4,1182,173
23870,4360,3,245,62
23871,4360,9,1369,47
23872,4360,2,292,167
23873,4361,7,679,78
23874,4361,1,1085,126
23875,4361,5,1687,81
23876,4361,10,1583,126
23877,4362,8,1267,115
23878,4362,3,488,13
23879,4362,6,733,40
23880,4363,7,20,13
23881,4363,2,1498,35
23882,4363,4,1352,67
23883,4364,10,662,22
23884,4364,6,1030,15
23885,4365,6,55,36
23886,4365,1,1910,47
23887,4365,5,501,113
23888,4366,6,469,150
23889,4366,4,1235,116
23890,4366,1,1651,9
23891,4366,5,381,119
23892,4366,3,1087,40
23893,4366,8,1302,93
23894,4366,7,522,176
23895,4367,10,1625,180
23896,4368,2,1242,72
23897,4368,7,514,111
23898,4368,5,1438,14
23899,4368,10,1696,120
23900,4368,6,1815,156
23901,4369,7,435,21
23902,4370,9,1266,111
23903,4370,7,1401,130
23904,4370,4,943,71
23905,4370,2,1994,25
23906,4371,2,854,156
23907,4371,8,978,6
23908,4371,7,1552,79
23909,4372,10,891,83
23910,4372,5,495,39
23911,4372,8,1518,115
23912,4372,2,1978,6
23913,4373,8,864,15
23914,4374,5,1465,93
23915,4374,1,1497,45
23916,4374,9,134,110
23917,4374,3,1589,120
23918,4374,8,1318,169
23919,4374,7,1081,43
23920,4375,2,196,163
23921,4375,5,858,75
23922,4375,6,682,91
23923,4375,10,1333,44
23924,4375,4,576,92
23925,4375,9,625,32
23926,4375,3,641,77
23927,4375,8,968,93
23928,4376,5,350,52
23929,4376,3,1276,163
23930,4376,7,357,0
23931,4376,8,986,4
23932,4376,4,1568,132
23933,4376,9,1462,15
23934,4377,5,508,158
23935,4377,10,929,14
23936,4377,8,1878,167
23937,4377,7,926,138
23938,4377,9,1789,34
23939,4377,1,535,167
23940,4377,4,395,127
23941,4377,2,440,182
23942,4377,3,1679,187
23943,4377,6,345,75
23944,4378,1,1131,8
23945,4378,4,144,62
23946,4378,7,59,25
23947,4378,9,1296,144
23948,4378,5,1305,41
23949,4378,6,311,27
23950,4378,2,219,108
23951,4378,8,1216,145
23952,4379,1,317,167
23953,4379,6,1585,43
23954,4379,4,1883,140
23955,4379,7,1540,0
23956,4379,2,419,200
23957,4380,3,1378,46
23958,4380,10,666,124
23959,4380,1,1167,156
23960,4380,4,683,2
23961,4380,6,1090,80
23962,4381,4,1031,90
23963,4382,6,759,148
23964,4382,5,729,85
23965,4382,7,1619,194
23966,4382,10,1230,91
23967,4382,2,671,166
23968,4382,8,702,13
23969,4382,4,1728,152
23970,4382,3,1483,20
23971,4382,1,731,85
23972,4383,10,931,82
23973,4383,2,1573,188
23974,4383,6,637,187
23975,4384,8,88,32
23976,4384,7,469,28
23977,4384,1,1432,140
23978,4385,3,444,196
23979,4385,10,1210,165
23980,4385,8,405,146
23981,4386,5,256,195
23982,4386,7,440,174
23983,4386,3,356,76
23984,4386,2,624,38
23985,4386,9,44,11
23986,4386,1,635,136
23987,4386,10,407,127
23988,4387,9,381,67
23989,4387,4,1998,71
23990,4387,10,981,188
23991,4387,2,1922,80
23992,4387,5,1976,156
23993,4387,8,1081,0
23994,4387,7,1769,152
23995,4387,6,415,88
23996,4387,3,1264,194
23997,4387,1,1612,67
23998,4388,3,1750,41
23999,4388,6,950,114
24000,4388,8,882,148
24001,4388,5,1288,111
24002,4389,4,1266,67
24003,4390,8,1988,180
24004,4390,9,1173,189
24005,4390,4,607,114
24006,4390,6,778,157
24007,4390,1,1959,153
24008,4390,7,642,51
24009,4390,2,1943,36
24010,4390,10,279,54
24011,4390,5,414,148
24012,4390,3,979,104
24013,4391,8,128,112
24014,4391,6,511,46
24015,4392,2,1030,179
24016,4392,1,218,38
24017,4392,4,464,102
24018,4392,9,1528,121
24019,4393,4,1724,57
24020,4393,5,1108,146
24021,4393,8,1526,14
24022,4393,6,1727,66
24023,4393,2,1418,71
24024,4394,4,1477,116
24025,4394,2,36,19
24026,4394,1,677,112
24027,4394,8,1251,26
24028,4394,6,1057,9
24029,4395,2,1390,182
24030,4395,9,78,20
24031,4395,3,1331,171
24032,4395,4,1964,169
24033,4395,6,551,170
24034,4395,5,1277,2
24035,4395,1,112,15
24036,4395,7,1737,142
24037,4395,10,100,34
24038,4395,8,1635,61
24039,4396,9,834,140
24040,4396,3,1618,154
24041,4396,1,1652,133
24042,4396,4,1634,90
24043,4396,7,1414,118
24044,4396,6,1637,95
24045,4396,8,907,113
24046,4396,2,459,156
24047,4397,10,1631,188
24048,4397,9,1071,157
24049,4397,8,535,63
24050,4397,2,1212,94
24051,4397,3,1912,148
24052,4397,4,472,7
24053,4397,7,501,115
24054,4397,6,1586,176
24055,4397,1,1355,84
24056,4397,5,1668,88
24057,4398,10,785,163
24058,4398,8,460,74
24059,4398,2,1423,187
24060,4398,9,1953,149
24061,4398,1,905,154
24062,4398,7,1697,36
24063,4398,5,600,149
24064,4398,4,748,33
24065,4399,1,574,19
24066,4399,8,977,49
24067,4399,6,1405,148
24068,4399,4,1161,88
24069,4400,6,1226,88
24070,4400,2,1847,181
24071,4400,8,1082,43
24072,4400,7,1260,78
24073,4400,4,224,116
24074,4400,9,925,163
24075,4400,1,743,64
24076,4401,7,167,19
24077,4401,4,1769,152
24078,4401,5,222,161
24079,4401,2,230,175
24080,4401,9,1361,146
24081,4401,6,1419,19
24082,4402,9,1422,13
24083,4402,1,1452,181
24084,4402,10,1008,9
24085,4402,5,1437,159
24086,4402,8,1806,101
24087,4402,4,1918,33
24088,4402,3,592,46
24089,4402,2,775,23
24090,4403,1,537,112
24091,4403,3,1400,78
24092,4403,6,1462,184
24093,4403,8,901,117
24094,4403,10,82,40
24095,4403,5,1793,51
24096,4403,7,26,23
24097,4403,4,427,172
24098,4403,2,1414,58
24099,4403,9,142,116
24100,4404,2,1355,83
24101,4404,8,1335,127
24102,4404,3,1687,160
24103,4404,10,797,140
24104,4404,4,627,64
24105,4404,7,941,181
24106,4404,6,468,0
24107,4405,10,1643,7
24108,4405,7,68,34
24109,4405,2,1339,43
24110,4406,10,1059,168
24111,4406,9,1977,147
24112,4406,3,323,151
24113,4406,7,1033,56
24114,4406,1,1804,31
24115,4406,6,1350,57
24116,4406,2,1340,74
24117,4406,8,696,138
24118,4406,5,1778,1
24119,4406,4,1864,149
24120,4407,5,7,5
24121,4407,1,1836,47
24122,4407,3,1494,58
24123,4408,5,1889,65
24124,4409,3,779,150
24125,4409,10,403,144
24126,4409,8,199,130
24127,4409,7,1349,46
24128,4410,2,1776,99
24129,4410,7,454,146
24130,4410,5,1937,43
24131,4411,10,1123,115
24132,4411,5,991,118
24133,4411,6,742,29
24134,4411,8,45,39
24135,4411,2,1726,94
24136,4411,4,1484,29
24137,4411,3,1548,130
24138,4411,9,591,100
24139,4411,7,1128,63
24140,4412,10,684,184
24141,4412,5,225,53
24142,4412,4,540,97
24143,4412,3,1429,114
24144,4412,8,1906,106
24145,4413,1,53,51
24146,4413,8,80,56
24147,4413,6,1060,41
24148,4413,5,1357,165
24149,4413,3,1978,187
24150,4414,2,269,155
24151,4414,10,228,165
24152,4414,4,1070,38
24153,4414,6,809,174
24154,4414,3,1901,169
24155,4414,1,1011,97
24156,4415,3,960,198
24157,4416,10,639,54
24158,4416,1,711,56
24159,4416,5,92,6
24160,4416,7,1083,16
24161,4416,3,414,148
24162,4417,2,35,23
24163,4417,8,1271,81
24164,4418,2,1100,199
24165,4418,6,746,89
24166,4419,10,773,186
24167,4419,4,169,12
24168,4419,9,1662,15
24169,4419,5,1804,96
24170,4419,1,386,11
24171,4419,7,782,72
24172,4419,3,1143,34
24173,4419,8,193,52
24174,4420,4,1023,68
24175,4420,10,560,34
24176,4420,3,814,13
24177,4421,2,589,3
24178,4421,8,570,109
24179,4421,5,1051,98
24180,4421,4,63,5
24181,4421,6,1420,36
24182,4421,9,642,79
24183,4422,4,671,5
24184,4422,2,1086,114
24185,4422,6,107,18
24186,4422,7,1887,78
24187,4422,9,841,137
24188,4422,10,1510,54
24189,4423,3,1119,54
24190,4423,6,932,4
24191,4423,8,1357,183
24192,4423,7,1763,30
24193,4423,10,874,116
24194,4423,2,648,175
24195,4423,1,564,124
24196,4423,5,1526,66
24197,4423,4,919,180
24198,4423,9,1121,162
24199,4424,5,493,152
24200,4424,1,1658,146
24201,4424,4,88,32
24202,4424,2,1019,0
24203,4424,8,1513,82
24204,4424,10,682,19
24205,4424,9,760,5
24206,4424,6,1197,55
24207,4424,3,1761,188
24208,4425,2,1907,181
24209,4425,4,1303,96
24210,4425,7,1479,91
24211,4425,8,1715,20
24212,4426,10,1086,108
24213,4426,9,144,34
24214,4426,3,874,12
24215,4427,1,689,38
24216,4427,4,416,88
24217,4427,3,142,58
24218,4427,7,1791,108
24219,4427,2,1954,92
24220,4427,5,523,142
24221,4427,6,552,141
24222,4427,10,1295,46
24223,4427,9,1206,120
24224,4428,10,1674,10
24225,4428,2,189,18
24226,4428,9,580,178
24227,4428,4,639,34
24228,4428,7,911,133
