po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
59155,16970,2901,257,91,3.71
59156,16971,4798,154,89,254.64
59157,16972,61,276,276,311.9
59158,16972,1391,301,301,114.7
59159,16972,44,279,279,491.36
59160,16973,4257,271,0,257.56
59161,16974,1934,100,0,300.3
59162,16974,3513,369,0,279.64
59163,16975,3799,121,121,62.82
59164,16975,3496,90,90,326.35
59165,16975,1226,183,183,214.29
59166,16975,484,395,395,468.67
59167,16975,2737,370,370,478.39
59168,16976,3909,225,225,369.29
59169,16976,3256,360,360,40.21
59170,16976,2699,241,241,370.17
59171,16976,4141,363,363,408.46
59172,16977,1292,138,138,272.81
59173,16977,3779,43,43,165.73
59174,16977,3793,72,72,439.87
59175,16978,4861,247,22,285.22
59176,16979,2930,122,122,411.9
59177,16979,1589,389,389,400.96
59178,16979,1945,327,327,10.49
59179,16980,970,409,409,407.21
59180,16980,235,443,443,174.43
59181,16980,3425,114,114,389.78
59182,16980,674,77,77,456.83
59183,16980,4811,85,85,414.45
59184,16981,1938,346,346,294.8
59185,16981,2536,115,115,399.59
59186,16981,1100,39,39,24.9
59187,16981,2185,372,372,15.24
59188,16981,59,422,422,350.58
59189,16982,1099,244,244,293.95
59190,16982,172,366,366,229.5
59191,16983,2108,319,319,252.7
59192,16984,2989,150,150,26.92
59193,16984,844,105,105,11.71
59194,16984,3114,66,66,474.18
59195,16984,4993,110,110,208.26
59196,16985,708,89,89,172.87
59197,16986,935,362,362,478.6
59198,16986,951,351,351,225.19
59199,16986,4151,210,210,373.6
59200,16986,2418,32,32,3.75
59201,16987,4551,163,163,270.82
59202,16987,1979,446,446,56.31
59203,16988,3737,226,226,469.29
59204,16989,902,21,21,239.44
59205,16990,3068,76,76,92.31
59206,16991,2266,31,0,344.16
59207,16992,3003,244,244,138.36
59208,16992,3674,58,58,5.55
59209,16992,3769,186,186,45.85
59210,16992,4918,397,397,44.78
59211,16992,1042,114,114,187.58
59212,16992,2651,338,338,115.77
59213,16993,1146,486,486,467.3
59214,16993,1561,192,192,69.96
59215,16993,440,211,211,373.94
59216,16994,2200,493,493,94.47
59217,16995,4446,407,407,164.49
59218,16995,561,394,394,104.82
59219,16995,2672,38,38,472.11
59220,16995,2372,294,294,227.4
59221,16995,2449,183,183,478.87
59222,16995,791,307,307,195.91
59223,16996,3077,297,297,481.56
59224,16996,150,474,474,281.32
59225,16997,3270,413,413,26.93
59226,16997,4012,419,419,315.37
59227,16997,4885,22,22,433.62
59228,16997,4802,78,78,140.57
59229,16997,2216,446,446,328.5
59230,16997,3839,409,409,307.95
59231,16998,2474,232,232,455.33
59232,16998,690,97,97,62.39
59233,16998,1706,123,123,167.42
59234,16998,1221,203,203,352.33
59235,16998,807,262,262,172.6
59236,16999,32,309,309,133.2
59237,17000,4233,428,428,428.2
59238,17000,1833,359,359,86.47
59239,17001,218,333,333,118.8
59240,17002,745,138,138,195.84
59241,17002,4224,435,435,480.5
59242,17002,4540,472,472,261.13
59243,17002,1641,260,260,461.49
59244,17002,2535,339,339,30.32
59245,17002,1561,295,295,69.96
59246,17003,4274,48,48,346.99
59247,17003,1647,477,477,45.93
59248,17004,2831,443,0,77.86
59249,17005,2258,266,266,154.46
59250,17005,3321,154,154,33.58
59251,17005,1887,273,273,218.14
59252,17005,799,489,489,346.88
59253,17005,4821,255,255,87.61
59254,17006,637,171,15,90.15
59255,17007,2485,344,344,89.5
59256,17007,3838,30,30,24.54
59257,17007,2169,492,492,341.73
59258,17007,4832,248,248,318.58
59259,17007,2693,233,233,481.6
59260,17007,2421,348,348,100.58
59261,17008,4549,170,0,203.21
59262,17008,53,287,0,429.7
59263,17008,566,474,0,67.41
59264,17008,4448,276,0,286.56
59265,17008,3370,198,0,400.69
59266,17008,4614,318,0,166.52
59267,17009,2138,243,243,134.58
59268,17009,2942,135,135,267.43
59269,17009,4698,465,465,36.67
59270,17010,1784,319,319,444.55
59271,17011,765,435,435,121.94
59272,17011,1067,300,300,171.42
59273,17012,4753,12,12,185.72
59274,17012,3318,90,90,186.27
59275,17012,4119,471,471,229.78
59276,17012,4851,300,300,24.38
59277,17012,4833,269,269,411.89
59278,17013,3931,449,449,370.35
59279,17013,142,329,329,460.4
59280,17013,2649,83,83,107.91
59281,17013,2114,423,423,48.11
59282,17013,3521,170,170,251.73
59283,17013,3883,85,85,163.61
59284,17014,1694,333,333,41.69
59285,17014,1859,194,194,73.5
59286,17014,4565,71,71,439.57
59287,17014,4887,210,210,343.26
59288,17014,4938,109,109,262.65
59289,17015,2920,468,0,465.1
59290,17015,4188,211,0,29.93
59291,17015,3029,30,0,487.85
59292,17016,1980,404,404,58.91
59293,17017,2280,202,0,306.19
59294,17018,3994,103,103,460.81
59295,17018,1999,223,223,333.62
59296,17018,698,193,193,158.37
59297,17018,1153,469,469,104.41
59298,17018,835,320,320,394.24
59299,17018,4835,419,419,328.77
59300,17019,3081,280,280,39.19
59301,17019,1876,246,246,359.26
59302,17019,612,402,402,94.59
59303,17019,679,434,434,171.84
59304,17019,1043,118,118,69.55
59305,17020,453,349,349,236.89
59306,17020,3416,446,446,17.25
59307,17020,572,144,144,392.33
59308,17021,4398,173,173,16.44
59309,17021,637,208,208,90.15
59310,17021,2670,136,136,429.38
59311,17021,787,248,248,284.91
59312,17021,363,317,317,389.33
59313,17021,3500,185,185,496.43
59314,17022,1091,433,433,114.17
59315,17022,4989,265,265,356.62
59316,17022,2459,414,414,110.9
59317,17022,449,180,180,496.97
59318,17022,1086,305,305,113.2
59319,17023,756,182,156,321.25
59320,17023,3838,256,111,24.54
59321,17024,3686,122,122,445.14
59322,17024,735,93,93,487.75
59323,17024,1945,138,138,10.49
59324,17024,2139,415,415,185.11
59325,17024,1189,100,100,191.43
59326,17024,4935,371,371,20.79
59327,17025,3089,111,111,124.64
59328,17025,1793,309,309,150.11
59329,17025,4556,246,246,247.82
59330,17025,4036,265,265,412.38
59331,17026,2953,207,207,208.68
59332,17027,3746,461,0,16.53
59333,17028,3519,22,22,404.74
59334,17028,142,275,275,460.4
59335,17028,2030,228,228,464.3
59336,17028,3915,439,439,292.1
59337,17029,266,117,61,382.2
59338,17029,3130,254,247,226.16
59339,17029,3693,350,148,185.54
59340,17030,1089,327,327,294.5
59341,17030,2410,52,52,354.68
59342,17030,2781,285,285,397.61
59343,17030,4684,50,50,406.84
59344,17031,2648,238,238,342.89
59345,17031,1244,228,228,51.83
59346,17031,2551,275,275,292.43
59347,17031,1455,152,152,427.47
59348,17031,759,458,458,227.91
59349,17032,4838,57,57,33.2
59350,17032,224,36,36,313.27
59351,17032,762,228,228,279.21
59352,17032,1797,189,189,451.6
59353,17032,3117,58,58,250.75
59354,17033,4868,34,34,452.81
59355,17033,2279,13,13,452.21
59356,17033,2880,425,425,411.24
59357,17033,3708,349,349,409.72
59358,17033,3340,15,15,497.75
59359,17033,2866,277,277,97.62
59360,17034,1263,215,215,298.77
59361,17034,3771,272,272,385.91
59362,17034,2907,437,437,410.36
59363,17034,1905,283,283,485.17
59364,17034,3533,225,225,308.11
59365,17034,4014,471,471,324.81
59366,17035,633,427,427,317.8
59367,17035,326,208,208,84.4
59368,17036,2330,120,120,316.39
59369,17036,1739,121,121,195.93
59370,17036,4970,383,383,190.36
59371,17037,3942,234,234,165.32
59372,17037,544,243,243,293.33
59373,17037,1605,245,245,77.2
59374,17037,692,473,473,44.94
59375,17038,4679,19,19,172.41
59376,17038,14,423,423,48.6
59377,17039,1993,45,45,124.54
59378,17039,2521,188,188,448.45
59379,17039,4331,88,88,267.3
59380,17039,967,312,312,193.56
59381,17040,4378,241,241,4.71
59382,17040,2763,154,154,159.36
59383,17040,2529,298,298,383.2
59384,17040,1373,88,88,35.21
59385,17040,798,33,33,190.3
59386,17040,4367,465,465,102.69
59387,17041,2438,439,439,302.36
59388,17042,3642,483,483,408.65
59389,17043,1747,205,205,338.25
59390,17043,1577,325,325,319.9
59391,17044,1673,61,15,315.94
59392,17044,3291,454,310,140.89
59393,17044,182,405,162,438.93
59394,17044,1200,340,322,98.4
59395,17044,2304,158,113,325.83
59396,17044,1159,287,200,167.19
59397,17045,2450,286,119,416.15
59398,17045,893,421,279,479.0
59399,17045,1624,404,282,189.64
59400,17045,3559,121,56,127.13
59401,17045,4666,403,239,495.33
59402,17046,4229,57,57,84.77
59403,17047,486,219,219,253.13
59404,17047,1623,260,260,153.57
59405,17047,993,356,356,244.1
59406,17047,4010,56,56,284.0
59407,17047,4465,142,142,76.44
59408,17048,4331,291,291,267.3
59409,17048,549,19,19,140.43
59410,17049,4029,322,322,469.22
59411,17049,4768,351,351,139.1
59412,17049,3790,305,305,25.7
59413,17049,1782,15,15,141.34
59414,17049,4095,474,474,229.49
59415,17049,876,366,366,281.73
59416,17050,4368,92,0,87.76
59417,17050,1966,425,0,356.6
59418,17050,2207,137,0,123.99
59419,17050,2763,164,0,159.36
59420,17051,4738,59,59,42.36
59421,17051,3636,215,215,132.15
59422,17051,3352,427,427,459.25
59423,17051,3957,16,16,429.49
59424,17051,4642,450,450,223.74
59425,17052,987,260,260,360.33
59426,17052,535,304,304,6.92
59427,17053,3787,261,225,169.86
59428,17054,3089,100,100,124.64
59429,17055,349,179,179,386.27
59430,17056,1594,252,252,3.6
59431,17056,411,299,299,385.4
59432,17056,1637,158,158,335.18
59433,17056,2816,92,92,76.86
59434,17056,133,287,287,499.63
59435,17057,416,245,245,307.26
59436,17057,4903,101,101,333.37
59437,17057,45,480,480,93.54
59438,17057,489,416,416,270.22
59439,17058,2762,363,363,445.3
59440,17058,1655,96,96,369.7
59441,17058,1946,25,25,404.22
59442,17058,1263,129,129,298.77
59443,17059,3473,452,452,234.25
59444,17060,2686,458,458,417.45
59445,17060,3271,118,118,257.58
59446,17060,2851,261,261,129.11
59447,17061,4058,282,282,200.95
59448,17061,3419,367,367,77.0
59449,17062,691,476,194,148.31
59450,17062,1169,285,194,347.97
59451,17062,4597,248,101,408.86
59452,17063,3457,21,0,204.81
59453,17063,376,350,0,453.6
59454,17063,560,426,0,184.79
59455,17064,4458,171,171,384.32
59456,17064,950,63,63,172.25
59457,17065,4109,454,454,383.0
59458,17066,4146,265,265,101.1
59459,17066,2278,492,492,309.8
59460,17066,663,325,325,275.23
59461,17066,3308,366,366,330.94
59462,17067,1662,332,0,265.54
59463,17067,1374,262,199,2.26
59464,17068,4931,330,330,217.48
59465,17068,629,457,457,149.63
59466,17068,4443,295,295,66.88
59467,17069,2463,229,229,229.47
59468,17069,3832,401,401,183.62
59469,17069,1048,185,185,40.57
59470,17069,1047,459,459,483.17
59471,17069,1328,115,115,394.83
59472,17070,1946,68,68,404.22
59473,17070,4904,81,81,104.96
59474,17070,2442,161,161,170.8
59475,17070,4283,169,169,395.7
59476,17071,4621,322,322,84.2
59477,17071,3956,159,159,118.65
59478,17071,3138,94,94,440.83
59479,17071,2986,54,54,132.27
59480,17071,3096,271,271,234.61
59481,17072,3673,158,79,44.39
59482,17073,1692,240,240,323.81
59483,17073,3397,17,17,201.8
59484,17073,2984,146,146,326.7
59485,17073,2480,368,368,200.93
59486,17073,2791,500,500,105.66
59487,17073,4160,309,309,113.59
59488,17074,2415,260,260,6.31
59489,17074,4484,323,323,199.98
59490,17074,4193,471,471,363.65
59491,17075,1346,130,130,32.79
59492,17076,2934,491,491,215.2
59493,17077,3332,410,410,254.68
59494,17077,3304,231,231,130.17
59495,17077,4509,489,489,370.39
59496,17078,2064,184,0,466.1
59497,17078,521,440,0,83.19
59498,17078,938,234,0,425.87
59499,17079,489,159,159,270.22
59500,17079,477,378,378,8.0
59501,17079,1219,263,263,91.18
59502,17080,2719,404,404,370.15
59503,17080,4434,121,121,459.22
59504,17080,397,392,392,96.41
59505,17081,3924,123,123,147.63
59506,17082,238,328,328,92.65
59507,17082,1650,454,454,414.65
59508,17083,1189,235,235,191.43
59509,17084,2017,322,322,195.95
59510,17084,1712,431,431,120.81
59511,17085,1630,304,304,299.27
59512,17085,766,243,243,33.84
59513,17085,4902,212,212,4.59
59514,17085,1704,158,158,237.65
59515,17085,3398,83,83,222.44
59516,17085,3473,13,13,234.25
59517,17086,2193,244,244,162.61
59518,17086,1032,179,179,330.1
59519,17087,3234,95,95,60.92
59520,17088,1979,493,493,56.31
59521,17088,99,435,435,222.3
59522,17088,2043,160,160,150.34
59523,17088,2902,326,326,343.21
59524,17088,2189,215,215,182.25
59525,17089,875,234,0,97.81
59526,17089,678,323,0,65.56
59527,17089,3913,72,0,212.18
59528,17089,1080,338,0,493.69
59529,17089,2653,169,0,495.44
59530,17089,4020,341,0,480.74
59531,17090,832,442,442,314.55
59532,17090,3112,68,68,338.3
59533,17090,111,337,337,445.46
59534,17090,1359,14,14,133.39
59535,17090,4269,464,464,161.68
59536,17091,4832,429,429,318.58
59537,17091,4518,172,172,2.45
59538,17091,4313,329,329,497.64
59539,17092,1840,173,173,5.23
59540,17092,4770,456,456,326.12
59541,17092,1135,290,290,375.7
59542,17092,1443,401,401,90.42
59543,17093,2309,456,456,471.36
59544,17093,2745,201,201,376.94
59545,17093,2876,393,393,234.41
59546,17093,992,295,295,31.87
59547,17093,2145,468,468,144.41
59548,17094,2561,62,0,475.61
59549,17094,2201,217,0,342.97
59550,17094,3655,140,0,174.5
59551,17094,3593,126,0,237.85
59552,17094,1353,140,0,294.46
59553,17094,4134,288,0,21.36
59554,17095,1716,35,0,341.56
59555,17095,518,75,0,314.97
59556,17095,4578,130,0,89.35
59557,17096,3692,348,0,325.83
59558,17096,2723,302,0,450.61
59559,17096,3517,59,0,384.56
59560,17096,1749,164,0,467.89
59561,17096,123,399,0,147.2
59562,17096,2742,449,0,304.19
59563,17097,4118,352,352,302.11
59564,17097,2856,122,122,472.38
59565,17098,806,317,317,400.53
59566,17098,1370,460,460,208.73
59567,17098,2020,199,199,428.73
59568,17098,2783,236,236,157.94
59569,17098,676,31,31,76.95
59570,17098,4605,66,66,414.26
59571,17099,3466,192,192,199.37
59572,17099,74,254,254,93.9
59573,17099,1370,377,377,208.73
59574,17099,2627,335,335,472.91
59575,17099,3840,44,44,445.58
59576,17099,1900,144,144,74.24
59577,17100,3185,370,370,59.48
59578,17100,455,427,427,470.92
59579,17100,760,336,336,7.75
59580,17100,2344,55,55,427.13
59581,17101,3048,108,108,43.2
59582,17101,722,339,301,101.61
59583,17101,1647,497,356,45.93
59584,17101,2515,184,119,130.48
59585,17101,3799,427,395,62.82
59586,17101,376,84,67,453.6
59587,17102,1793,358,358,150.11
59588,17102,4497,59,59,172.58
59589,17102,2038,409,409,249.81
59590,17102,614,473,473,220.14
59591,17103,2532,82,82,289.28
59592,17103,3585,87,87,26.75
59593,17103,1171,412,412,324.98
59594,17103,1993,428,428,124.54
59595,17104,83,319,0,140.32
59596,17104,4084,461,0,416.77
59597,17104,2921,290,0,163.41
59598,17104,2403,467,0,187.5
59599,17105,1366,402,223,452.51
59600,17105,21,456,409,40.69
59601,17105,1633,82,10,290.23
59602,17106,4947,126,126,278.34
59603,17106,1380,486,486,224.15
59604,17106,3845,371,371,107.1
59605,17107,4651,305,0,162.26
59606,17108,2241,200,200,185.15
59607,17108,1048,323,323,40.57
59608,17108,1159,183,183,167.19
59609,17108,1952,52,52,289.94
59610,17108,2565,450,450,15.98
59611,17109,2694,209,209,132.69
59612,17109,212,343,343,395.66
59613,17109,451,438,438,112.72
59614,17110,3563,107,107,42.75
59615,17110,2318,346,346,135.49
59616,17110,4912,185,185,305.27
59617,17110,104,421,421,97.3
59618,17111,983,138,138,472.32
59619,17111,2530,239,239,477.95
59620,17112,981,500,0,460.96
59621,17113,1382,269,15,78.2
59622,17113,2142,291,275,398.84
59623,17114,795,432,432,82.45
59624,17114,792,306,306,74.89
59625,17114,1015,229,229,367.1
59626,17115,3282,206,0,319.26
59627,17115,3376,394,0,213.67
59628,17115,908,200,0,381.52
59629,17115,2985,234,0,292.77
59630,17116,808,212,212,453.79
59631,17116,562,472,472,411.64
59632,17116,4209,188,188,473.23
59633,17116,3343,313,313,496.4
59634,17116,4218,398,398,327.12
59635,17117,4696,82,0,480.96
59636,17117,1216,59,0,358.44
59637,17117,2693,226,0,481.6
59638,17117,3901,332,0,248.76
59639,17117,4942,481,0,442.83
59640,17118,3959,242,242,41.95
59641,17118,2583,269,269,126.59
59642,17119,251,265,265,122.81
59643,17120,2129,419,419,149.7
59644,17120,460,138,138,167.28
59645,17120,2181,161,161,399.24
59646,17120,2154,51,51,66.67
59647,17120,2091,146,146,222.4
59648,17120,796,380,380,176.69
59649,17121,2764,442,442,135.74
59650,17121,1524,259,259,28.5
59651,17121,444,354,354,269.13
59652,17121,604,396,396,17.37
59653,17121,4952,104,104,474.5
59654,17121,4004,283,283,103.88
59655,17122,276,433,433,216.51
59656,17122,2717,421,421,430.79
59657,17122,752,342,342,411.39
59658,17122,295,80,80,385.82
59659,17122,4743,143,143,20.59
59660,17123,2114,15,0,48.11
59661,17123,4405,123,0,64.89
59662,17124,658,26,26,49.78
59663,17124,666,361,361,329.77
59664,17125,2032,386,178,324.94
59665,17125,784,192,151,455.31
59666,17125,3501,369,236,47.58
59667,17126,7,237,237,84.85
59668,17127,3912,58,58,28.71
59669,17127,3623,68,68,199.19
59670,17127,2623,500,500,209.61
59671,17127,1121,123,123,77.81
59672,17127,2939,465,465,2.21
59673,17128,3069,224,224,258.54
59674,17129,41,330,330,356.34
59675,17130,68,393,393,150.2
59676,17130,3394,482,482,220.1
59677,17130,186,250,250,349.36
59678,17130,1930,318,318,205.16
59679,17131,4710,441,441,349.39
59680,17131,600,69,69,380.29
59681,17131,352,181,181,198.74
59682,17131,4513,111,111,296.74
59683,17131,4484,343,343,199.98
59684,17132,3494,19,19,188.99
59685,17132,4347,345,345,271.98
59686,17132,1177,173,173,182.4
59687,17133,84,425,425,270.27
59688,17133,862,40,40,287.75
59689,17134,1706,126,126,167.42
59690,17134,1595,268,268,143.2
59691,17134,2395,143,143,89.45
59692,17134,1203,95,95,70.42
59693,17134,1214,259,259,373.94
59694,17135,4546,309,309,2.9
59695,17135,2924,75,75,440.75
59696,17135,1195,389,389,99.52
59697,17135,764,150,150,15.94
59698,17135,2041,215,215,332.21
59699,17136,3562,413,413,457.87
59700,17137,1874,56,56,66.49
59701,17137,893,325,325,479.0
59702,17137,480,323,323,480.68
59703,17137,4736,418,418,75.17
59704,17137,2913,309,309,59.73
59705,17137,3945,133,133,68.54
59706,17138,3691,205,60,55.26
59707,17138,4701,282,63,160.34
59708,17138,3395,410,22,95.49
59709,17139,4453,301,301,206.92
59710,17139,2455,490,490,491.81
59711,17139,2017,28,28,195.95
59712,17139,2364,353,353,121.85
59713,17139,4942,333,333,442.83
59714,17140,1117,429,429,311.98
59715,17140,1100,437,437,24.9
59716,17140,2953,413,413,208.68
59717,17140,4882,396,396,362.79
59718,17140,1413,401,401,43.11
59719,17141,4720,213,0,83.8
59720,17141,2044,402,0,82.88
59721,17141,1138,477,0,115.56
59722,17141,33,26,0,107.56
59723,17141,1722,281,0,174.1
59724,17142,1146,254,254,467.3
59725,17143,2731,119,119,97.65
59726,17143,2795,126,126,350.15
59727,17143,999,38,38,68.31
59728,17143,4014,304,304,324.81
59729,17143,2573,147,147,489.33
59730,17144,4600,334,334,222.45
59731,17144,217,202,202,461.78
59732,17144,4050,253,253,36.4
59733,17144,554,272,272,291.6
59734,17144,2197,32,32,201.54
59735,17145,1862,303,169,212.33
59736,17146,3249,134,134,219.91
59737,17146,1235,393,393,341.14
59738,17146,787,197,197,284.91
59739,17146,2620,435,435,471.69
59740,17146,2342,249,249,325.75
59741,17147,1589,292,0,400.96
59742,17147,2495,425,0,236.99
59743,17147,4188,451,0,29.93
59744,17147,4945,295,0,193.12
59745,17147,1886,383,0,249.89
59746,17148,47,349,349,443.19
59747,17148,3890,476,476,346.34
59748,17148,2198,430,430,167.2
59749,17148,78,318,318,194.2
59750,17148,3364,133,133,349.66
59751,17148,2074,250,250,167.65
59752,17149,1063,104,104,115.87
59753,17149,3503,94,94,50.82
59754,17149,3836,433,433,263.32
59755,17149,2190,285,285,25.62
59756,17150,2674,133,133,262.4
59757,17150,2092,437,437,419.39
59758,17150,3251,239,239,86.84
59759,17150,520,160,160,321.4
59760,17150,295,28,28,385.82
59761,17151,4016,321,321,499.52
59762,17151,4917,339,339,466.51
59763,17151,519,229,229,171.11
59764,17151,839,135,135,344.24
59765,17151,3397,475,475,201.8
59766,17151,3372,498,498,100.68
59767,17152,4236,158,158,180.43
59768,17152,1776,211,211,471.24
59769,17153,4685,170,170,300.3
59770,17153,3210,304,304,362.44
59771,17153,557,210,210,457.2
59772,17153,1514,41,41,53.65
59773,17154,831,316,316,72.84
59774,17154,1579,206,206,66.72
59775,17154,1285,416,416,309.55
59776,17155,4952,129,129,474.5
59777,17155,3842,185,185,285.32
59778,17155,1518,86,86,383.28
59779,17155,4692,203,203,280.39
59780,17155,4439,146,146,326.18
59781,17156,3147,362,362,440.67
59782,17156,1172,239,239,95.29
59783,17156,1527,470,470,245.89
59784,17156,1159,482,482,167.19
59785,17156,1333,12,12,326.33
59786,17157,4751,195,195,302.9
59787,17158,4351,20,17,172.52
59788,17158,2334,474,232,197.95
59789,17158,4007,388,244,242.46
59790,17159,2124,331,331,383.0
59791,17159,84,188,188,270.27
59792,17159,1298,380,380,36.45
59793,17159,2333,419,419,325.51
59794,17159,2161,123,123,34.13
59795,17159,2367,61,61,180.27
59796,17160,2677,342,288,421.13
59797,17160,1566,13,2,210.36
59798,17160,931,344,304,371.48
59799,17161,3529,11,11,103.5
59800,17161,739,367,367,100.67
59801,17161,3373,98,98,58.85
59802,17161,1758,380,380,137.74
59803,17162,4561,87,87,146.31
59804,17162,4075,189,189,285.21
59805,17162,4693,251,251,104.6
59806,17162,1540,203,203,397.29
59807,17162,1764,264,264,400.34
59808,17163,459,395,395,274.45
59809,17163,36,285,285,455.22
59810,17163,3952,301,301,295.99
59811,17163,755,46,46,358.34
59812,17164,2312,453,408,479.53
59813,17164,820,407,33,231.99
59814,17164,1077,173,39,343.96
59815,17164,4838,263,157,33.2
59816,17165,1814,446,350,305.16
59817,17165,2096,305,129,212.51
59818,17165,4979,123,42,127.64
59819,17165,996,227,100,351.35
59820,17165,1944,69,61,78.23
59821,17166,2598,267,0,437.11
59822,17167,4295,417,417,323.84
59823,17167,1788,483,483,64.98
59824,17167,4895,34,34,317.75
59825,17168,2825,481,481,296.23
59826,17168,4028,36,36,217.83
59827,17169,2448,115,115,68.7
59828,17169,382,271,271,35.97
59829,17169,3516,84,84,78.4
59830,17169,3490,276,276,110.2
59831,17169,1398,36,36,88.2
59832,17170,817,197,197,489.22
59833,17170,3327,123,123,381.4
59834,17170,4842,246,246,119.22
59835,17170,3429,180,180,440.59
59836,17171,4418,374,374,368.88
59837,17171,4155,190,190,437.91
59838,17172,4143,296,296,352.85
59839,17173,1955,463,463,126.2
59840,17173,288,334,334,161.66
59841,17173,599,81,81,258.69
59842,17173,3899,187,187,256.2
59843,17173,2843,289,289,96.0
59844,17173,730,453,453,210.2
59845,17174,4254,491,491,378.97
59846,17174,2586,241,241,400.96
59847,17174,3361,163,163,138.97
59848,17174,4334,254,254,394.49
59849,17174,1978,436,436,76.47
59850,17175,4313,292,292,497.64
59851,17175,1703,217,217,340.38
59852,17175,1607,14,14,472.81
59853,17175,810,262,262,117.29
59854,17175,4171,432,432,335.82
59855,17175,583,318,318,473.62
59856,17176,1563,387,146,499.31
59857,17176,2879,135,20,397.9
59858,17176,799,64,15,346.88
59859,17176,1481,40,39,306.99
59860,17177,1852,380,380,14.49
59861,17177,1859,30,30,73.5
59862,17177,3082,453,453,60.47
59863,17178,4298,99,63,23.5
59864,17178,3699,302,249,144.88
59865,17178,3805,393,379,29.94
59866,17178,2950,399,143,239.23
59867,17178,2803,272,6,98.15
59868,17179,139,353,353,222.65
59869,17179,1318,290,290,384.95
59870,17179,3370,157,157,400.69
59871,17180,381,470,470,59.96
59872,17181,3028,26,26,70.24
59873,17181,1172,364,364,95.29
59874,17182,3798,33,33,284.0
59875,17182,3902,33,33,232.28
59876,17182,3088,163,163,375.84
59877,17182,3050,15,15,302.45
59878,17183,4117,44,44,469.88
59879,17183,2075,36,36,226.7
59880,17183,1988,297,297,179.76
59881,17183,2206,27,27,241.61
59882,17183,4889,318,318,455.7
59883,17183,3161,132,132,202.48
59884,17184,1850,326,0,285.11
59885,17184,4952,56,0,474.5
59886,17185,1808,306,306,346.34
59887,17185,412,285,285,262.14
59888,17185,1790,475,475,250.75
59889,17185,4701,208,208,160.34
59890,17185,536,316,316,325.42
59891,17185,1889,98,98,172.68
59892,17186,794,166,166,111.13
59893,17186,1119,145,145,132.27
59894,17186,2153,109,109,204.24
59895,17186,3713,391,391,92.94
59896,17187,2019,46,46,397.51
59897,17188,3214,500,500,85.89
59898,17188,1723,408,408,38.82
59899,17188,4169,380,380,164.11
59900,17189,2269,89,56,470.41
59901,17189,952,167,142,11.4
59902,17189,2757,457,258,473.13
59903,17189,831,429,221,72.84
59904,17190,2395,471,471,89.45
59905,17191,1175,225,225,256.51
59906,17191,2053,165,165,219.86
59907,17192,1112,486,0,442.2
59908,17193,2764,487,188,135.74
59909,17193,164,35,29,402.55
59910,17193,4775,200,164,53.36
59911,17193,1802,498,26,31.3
59912,17193,553,370,350,315.15
59913,17193,4194,368,253,424.23
59914,17194,3074,314,220,236.82
59915,17194,2924,496,397,440.75
59916,17194,4500,30,12,441.23
59917,17194,785,283,117,273.19
59918,17195,1138,31,31,115.56
59919,17195,4631,476,476,315.64
59920,17195,2937,490,490,371.84
59921,17196,4466,149,149,424.86
59922,17196,421,82,82,70.77
59923,17197,643,178,178,139.16
59924,17197,1811,441,441,100.45
59925,17198,3309,205,205,160.8
59926,17198,214,287,287,317.35
59927,17198,742,492,492,366.5
59928,17198,425,110,110,266.73
59929,17198,3101,375,375,170.41
59930,17198,2059,52,52,167.76
59931,17199,3313,432,432,170.64
59932,17199,4886,491,491,64.28
59933,17199,3615,357,357,396.65
59934,17199,3339,126,126,388.45
59935,17199,4107,178,178,476.69
59936,17199,4322,273,273,152.24
59937,17200,4645,229,229,122.57
59938,17200,1951,337,337,460.7
59939,17200,549,341,341,140.43
59940,17200,1630,405,405,299.27
59941,17201,4352,304,304,275.5
59942,17201,159,485,485,27.32
59943,17201,2229,398,398,24.29
59944,17201,172,362,362,229.5
59945,17201,4412,34,34,154.9
59946,17202,920,171,171,490.26
59947,17202,2691,380,380,309.54
59948,17202,1076,494,494,434.16
59949,17203,1864,496,0,68.72
59950,17204,3564,484,484,404.81
59951,17204,4168,381,381,33.77
59952,17205,4419,306,0,30.71
59953,17206,1214,36,36,373.94
59954,17206,1716,472,472,341.56
59955,17206,2504,274,274,372.88
59956,17206,4307,299,299,489.6
59957,17206,2471,101,101,33.51
59958,17207,2025,96,96,431.27
59959,17208,1723,90,90,38.82
59960,17208,562,325,325,411.64
59961,17209,2140,441,441,338.93
59962,17209,64,22,22,98.7
59963,17209,3307,310,310,405.19
59964,17210,2645,135,135,458.7
59965,17210,4863,320,320,157.77
59966,17210,1674,187,187,8.74
59967,17210,370,433,433,177.28
59968,17210,4366,275,275,97.75
59969,17210,4735,213,213,313.8
59970,17211,3347,209,209,337.9
59971,17211,269,251,251,233.28
59972,17212,2489,82,82,16.92
59973,17212,1140,477,477,34.3
59974,17212,4637,103,103,175.89
59975,17212,1610,466,466,10.16
59976,17212,4821,21,21,87.61
59977,17212,3266,79,79,310.24
59978,17213,1721,23,23,473.8
59979,17213,1062,169,169,44.27
59980,17214,3763,484,484,350.84
59981,17214,4538,312,312,285.12
59982,17214,116,148,148,232.21
59983,17214,2090,301,301,492.42
59984,17215,3764,338,338,159.3
59985,17216,177,131,0,23.45
59986,17216,64,272,0,98.7
